Time_ns,Peptide_1,Peptide_2,Peptide_3,Peptide_4,Peptide_5,Peptide_6,Peptide_7,Peptide_8,Peptide_9,Peptide_10,Peptide_11,Peptide_12
0.0,4.21262840556513e-08,4.21262840556513e-08,5.957556224388354e-08,1.685051362226052e-07,4.21262840556513e-08,6.660750348754675e-08,4.21262840556513e-08,1.459297286369335e-07,2.3830224897553416e-07,8.42525681113026e-08,8.42525681113026e-08,2.66430013950187e-07
0.2,0.4046360253537638,0.3702318137111236,0.43369266403675255,0.468920407129011,0.3254642083499044,0.3506785097977453,0.35702134251809414,0.4190664406749742,0.3540731051265501,0.3859747736147573,0.3561861308593282,0.3399302557695424
0.4,0.40509274353787994,0.4488094293873687,0.5451074028434558,0.5240484840123468,0.41713610130739937,0.48666526873609434,0.40733132654552834,0.5314099708736297,0.47378765825122626,0.4036573832790342,0.4384469088672439,0.4060735334495133
0.6,0.3366845189256521,0.4054249780629881,0.564926182175327,0.5544577596680464,0.47579385076967506,0.5825967002053133,0.448557707725429,0.6019473019112531,0.37832880864713997,0.3920090643627155,0.5763195326644112,0.5090469450401686
0.8,0.3650192289014297,0.3688468163719188,0.6464946259867675,0.6612170226623912,0.4466911238718184,0.5690762797836701,0.3931923459655179,0.6071653710939628,0.4984768629143588,0.47326514556312693,0.5759071763077036,0.5321500104277637
1.0,0.5018738167281936,0.5049699743019819,0.6396326505847209,0.7343601473969359,0.5875714520639227,0.7089431249442026,0.5467962560901515,0.6616776874505188,0.6123779963070554,0.5243468107019519,0.547618071564439,0.6567353832609347
1.2,0.4357638208142866,0.6692932032279363,0.6720009330361976,0.686247593126632,0.5253841666921233,0.761828883503237,0.6747921882870771,0.8040518558300359,0.732036679879854,0.5229690640831145,0.6563393250175195,0.6756121065546484
1.4,0.5324261647309492,0.5972324262129075,0.6404791042011722,0.5642873692287139,0.4610692345931553,0.8078556720561908,0.4604487443005226,0.6781617270227661,0.9032185646497963,0.5506296667809389,0.7556388374269796,0.6363973339638427
1.6,0.6101276846965324,0.6567743348410602,0.6480278572642167,0.6082770752160535,0.5262104243644007,0.7046780262713908,0.4398846576155509,0.7062562814550375,0.9388159999646535,0.6877624264018052,0.7294125661090021,0.7393499181691616
1.8,0.579916656227135,0.5690149633702353,0.4982947030622721,0.7163975900349662,0.5862366021263501,0.6362013604619287,0.5056320850033258,0.874642669920151,0.9393931694660822,0.5906557949126504,0.5187884249058586,0.6154925347103484
2.0,0.6141007581260725,0.4936033988124661,0.5519855208679709,0.9353237616138943,0.5293878106732444,0.5226291629430702,0.5949850342411701,0.9050766192829647,0.9431530515960669,0.6622454987355582,0.6175164830395582,0.6809016067776319
2.2,0.5003403866147389,0.48924450656613516,0.7023211871111541,0.8688174542232096,0.5402758198673433,0.6011608589755995,0.6618053427849098,1.1599413958600444,0.8582801799788176,0.5937420705008777,0.6687903435426589,0.6038120822679848
2.4,0.6527217924829282,0.551008221844116,0.7191481259193241,0.8937654291990904,0.5170625450192066,0.6299352387578925,0.7333802931949438,1.1544974760456665,0.8216870394899629,0.6040929731094868,0.6746728435553451,0.7043024478985489
2.6,0.7282464426424846,0.5442259785043749,0.6693442405450805,1.1072029052565047,0.7382459873489234,0.6428373181983993,0.7555211960957252,1.1661473114513654,0.7954622040292099,0.7142395272235278,0.7917452072381105,0.7369454973201544
