cuedc2_mid,cuedc2_rif,cuedc2_dig,cuedc2_par,cuedc2_erg
42.60693890530866,40.55695340935022,38.58155242808406,41.18617030271203,40.56533744979102
42.4580687514854,40.582129050960475,38.67937376953292,41.36821792750048,40.5711559634383
42.11934811197071,41.0227496540491,38.8679179316073,41.77600315526343,40.49766376379203
42.187637471802525,41.392539443482256,38.967280735575635,42.36825721244174,40.63874286902889
41.7847620780584,41.5934280165284,39.00157075752474,42.449228919034965,40.58492861154991
41.89688013258643,41.6389486505609,39.03761790260866,42.24759820929271,40.515375898919785
42.129066753487166,41.438145615761016,39.201906024252224,42.13766566819721,40.737797582344065
41.920350738080955,41.222567152828795,39.30642110564094,42.22174058705354,40.708181918571256
41.71411001839377,41.39939779109861,39.126416885237575,42.11883614711388,40.49863569359707
41.6440116207331,41.26120337460381,39.3755155872219,41.87609162378901,40.91952752309325
41.33298770466027,41.112160190884246,39.83208391377494,41.85289504612324,40.897877743696306
41.026742246701694,40.8332609545741,40.13244676868948,41.73713661938781,41.20073892805257
41.18479954302179,40.74159029594657,40.21003718372168,42.14646844572384,41.25480501011765
41.24140037946699,40.77380558185227,40.19925368510332,41.88957002339407,41.17386864199709
40.99598933985534,40.74297821383548,40.156720737303466,42.0613332010844,41.2544480165269
40.625762068463345,40.92163935496298,40.01997049124963,42.168620761860055,41.30263300233936
41.17689850514747,40.61653718820982,39.90057969082464,41.73393456153265,41.73786474676805
41.25699846476706,40.92634267230344,40.07300256771734,41.725005710691725,41.833468277575484
41.40178706089853,41.203035803434815,40.21820056908003,41.55782278145649,41.894654267419945
41.67780428756795,40.982204357108664,40.379720102685184,41.10744340497265,42.36487124544519
41.93919694638324,40.66014454053,40.40663534137311,41.11517482589073,42.17840898304955
42.08237886576057,40.28664832506132,40.19610020392664,41.299844121372594,41.78681062118213
42.276498115933165,40.16301296745031,40.08290203606467,41.101814268957895,41.37431777566227
42.151060073140485,39.965365041153305,40.01609262557472,41.093000015945506,41.57480038453607
42.15344743819184,39.760294832823185,39.82615853968783,41.097623952816036,42.129615569025546
42.15751601995576,39.75379186690105,39.75249876586161,40.64644858317846,42.139186445172086
41.691240256821025,39.89463294043782,39.78971986114926,40.751121329350035,42.470318870236255
41.519856904266874,40.2495683882651,39.797596436503554,40.41535617028337,42.60131264963422
41.38523343052401,39.786807230044595,39.54175794673443,40.3752810919036,42.78395421465682
41.65165797058422,39.56437995558912,39.59595830179166,40.499401859313316,42.52997417851587
41.65026603901118,39.55391938513517,39.721630223359575,41.09910114045561,42.76435390257634
41.96389295894518,39.33228127836658,39.71804479229268,40.94305020405204,42.673454524894396
42.05492828526373,39.40521566353932,39.618674167008464,41.29416076316102,43.02005263265792
42.58757344063774,39.280231144204016,39.867507300897884,41.14929421032047,42.7856516421559
42.83620466138978,39.53663070693482,39.60789270403572,41.18107313836929,42.70472322869976
43.19862839538803,39.5958074682758,39.18681598530627,40.89987848185183,42.59598566653073
43.280059576027824,39.77515993483219,39.00523864789764,40.78745292373882,42.57983493757384
43.37440944497643,39.99444027801591,39.10284581046967,40.8543222258575,42.842115197959956
43.15077111829108,39.79808793517748,38.7003109720099,40.67575410825508,42.67542425864238
43.27442259119965,39.63493156582204,38.190997196423204,40.71969932297331,42.49448509146767
43.36791838657459,39.38525052095508,37.873791940007436,40.89842798249949,42.33063646847586
43.57058203480417,39.38345120791229,37.82383780717102,40.6459311300447,42.969802099716375
43.48938585480416,39.24720001113596,37.67938215214757,40.64638215717326,42.70734404040528
43.52242269011199,39.04799304513287,37.55819399539123,41.01289345157287,42.74963032889031
43.27998575809314,39.00387484207751,37.421952713198785,40.837228233585996,42.729209491022296
43.575989362574006,38.65608970919326,37.266430705621985,40.538709064113625,42.67490974708595
43.25428282657925,38.390384565650876,37.07764309657012,40.445431409278825,42.714204527775436
43.42732276128082,38.521641076766315,36.79301193381847,40.452521918192375,42.717120223158936
42.9562976278722,38.79655232027036,37.0936771187301,40.24914157783456,42.71548059450848
43.42436277100362,38.645066568810094,37.37426013886749,40.22673332837878,42.68394161469876
43.60541464053466,39.02060076752136,37.981850926075175,39.89992960181254,42.66212981719301
43.61797512049201,38.80742515688395,37.75435647044234,39.79862674453233,42.794060683766084
44.14790618670284,38.768661269490394,37.40412135494067,39.98775246195385,42.27065467599832
44.182298518864044,38.80697570315562,37.08999899435431,39.756396818526746,42.05968537736242
44.27734092783327,38.84681530566063,37.24775127567766,39.75839416988123,41.888204315174335
43.71662473922261,39.221098172427915,37.252766286792074,39.5442539005753,41.99907333365876
43.6012829024639,38.72166404034694,37.602997121861996,39.61977009629255,41.953024330292585
43.77673309044636,38.59267421610032,37.70730170770803,39.60698556795705,41.933320551736905
43.58628572951052,38.324170782514955,37.52209150385689,39.40393241295596,42.25413812177021
43.85756746808484,38.10074981542941,38.13043584233146,39.24662597310206,42.23893217922002
43.706983246848814,37.77127829312154,38.22810049857099,39.64350763093768,42.079190777333295
43.318371432900086,38.10103905368568,38.03033005087282,40.06041286442609,41.97826052975758
43.123022485908336,38.04346989249616,38.511927987336385,39.92818119850404,41.75149415710239
43.02227174090894,37.94603521316074,38.56293617390211,39.91989995897793,41.80913323932972
