cuedc2_rif,cuedc2_par,cuedc2_dig,cuedc2_mid,cuedc2_erg
11.02719573564873,11.925119907948798,12.795049357249162,10.536293067557315,11.502559430843613
11.031059192785643,12.04813950455732,13.04094310068319,10.512653740929906,11.298721845932818
10.761557452635929,12.302583741535782,13.12357451027169,10.46027691253526,11.156644587779615
10.81656107646512,12.329872929119057,13.450637894564144,10.040210742596622,11.204807624718253
10.890216726067727,12.062759526978997,13.20623621662677,10.32481597393319,10.904122086158406
10.85390808168741,11.321378620747566,12.979529805130648,10.35178916457385,10.64321652472594
11.546302380865596,11.369564552345,12.873290425082523,10.24349857970734,10.551923938090882
12.109514479410029,11.266439209403867,13.188201974198273,10.569311589132196,10.314251186288747
11.870822197840814,11.207149968058028,13.290674455536458,10.60884400194829,10.167419603653714
11.736025327737089,11.374341254745842,13.624827887594428,10.690331208773946,10.50523590283069
11.734266467983154,11.607536764600237,13.477455340879233,10.607641147798457,10.51362072841568
11.739944739426857,11.446670538561591,13.14914292833595,10.556789744803181,10.221894802899058
11.727785354032711,11.719339045402807,13.176803140803932,10.398646504789616,10.31547149759746
11.882452007267165,11.939022399129744,13.037210159755462,10.455417343671952,10.452752257791655
11.820217563133687,11.457260804693568,12.891337128506308,10.424156968570115,10.204905721378754
12.017957356492001,11.945622710923839,13.015139994786844,10.5900052319379,10.310149136160703
11.742016517957904,11.991940468770554,13.125023633088514,10.144916427886624,10.226176688173524
11.875693925071342,11.792926024244451,13.365414717400746,9.80759173683834,10.466305126818698
12.371630981793508,12.095075455484052,13.574154172446528,10.088853260028987,10.323901575993524
11.731175412527415,11.592383679816772,13.311988506241478,10.019765233468728,10.137572139937772
11.592488216258594,11.511483787004355,13.425037369639488,9.745709952977757,10.391714620089305
11.428463350752287,11.764935022503689,13.43867429317162,9.511889503341257,10.479487294384926
11.022774498893481,12.14978519082135,13.25391037510119,9.281720406062849,11.037156110664629
10.699155021953489,11.90487278021357,13.16792275644829,9.311669510700336,11.146777680672598
10.733832944750953,11.826779460467849,13.317315496865675,9.229017418647405,11.337558465910679
10.976939348494206,11.477846238088336,13.538201169863838,9.202797861693735,11.227285086087283
11.151363864987857,11.379315915095791,13.669427267434882,9.106816212401867,11.365630530838366
11.373888972562028,11.570151438517804,13.539564763514129,9.162292984608435,11.454976978640037
11.365556841889276,11.660066155188597,13.786412450797073,9.536137739848852,11.527794724681714
11.459763976543089,11.227320065148815,13.988221610479236,9.568779443443203,11.71912055381227
11.679571252353048,10.992600951091088,13.699405325178605,9.685298914931627,11.208845973019482
11.63966412645931,11.295552081072687,13.668838261159141,9.948805365264201,11.408021022240572
11.835866729218502,11.55994173288949,13.572447190962707,9.909688848956632,11.642837595627098
