-26.89220	-14.82430	13.00000
-25.36550	-14.82430	13.00000
-23.83880	-14.82430	13.00000
-22.31210	-14.82430	13.00000
-20.78550	-14.82430	13.00000
-19.25880	-14.82430	13.00000
-17.73210	-14.82430	13.00000
-16.20550	-14.82430	13.00000
-14.67880	-14.82430	13.00000
-13.15210	-14.82430	13.00000
-11.62550	-14.82430	13.00000
-10.09880	-14.82430	13.00000
-8.57214	-14.82430	13.00000
-7.04547	-14.82430	13.00000
-5.51880	-14.82430	8.70000
-3.99213	-14.82430	10.30000
-2.46547	-14.82430	13.00000
-0.93880	-14.82430	13.00000
0.58787	-14.82430	12.00000
2.11454	-14.82430	13.00000
3.64121	-14.82430	13.00000
5.16787	-14.82430	13.00000
6.69454	-14.82430	13.00000
8.22121	-14.82430	13.00000
9.74788	-14.82430	13.00000
11.27450	-14.82430	13.00000
12.80120	-14.82430	13.00000
14.32790	-14.82430	13.00000
15.85450	-14.82430	13.00000
17.38120	-14.82430	13.00000
18.90790	-14.82430	13.00000
20.43460	-14.82430	13.00000
-26.89220	-13.63800	13.00000
-25.36550	-13.63800	13.00000
-23.83880	-13.63800	13.00000
-22.31210	-13.63800	13.00000
-20.78550	-13.63800	13.00000
-19.25880	-13.63800	13.00000
-17.73210	-13.63800	13.00000
-16.20550	-13.63800	13.00000
-14.67880	-13.63800	13.00000
-13.15210	-13.63800	13.00000
-11.62550	-13.63800	13.00000
-10.09880	-13.63800	13.00000
-8.57214	-13.63800	13.00000
-7.04547	-13.63800	13.00000
-5.51880	-13.63800	9.24000
-3.99213	-13.63800	5.44000
-2.46547	-13.63800	12.00000
-0.93880	-13.63800	13.00000
0.58787	-13.63800	8.70000
2.11454	-13.63800	13.00000
3.64121	-13.63800	13.00000
5.16787	-13.63800	13.00000
6.69454	-13.63800	13.00000
8.22121	-13.63800	13.00000
9.74788	-13.63800	13.00000
11.27450	-13.63800	13.00000
12.80120	-13.63800	13.00000
14.32790	-13.63800	13.00000
15.85450	-13.63800	13.00000
17.38120	-13.63800	13.00000
18.90790	-13.63800	13.00000
20.43460	-13.63800	13.00000
-26.89220	-12.45170	13.00000
-25.36550	-12.45170	13.00000
-23.83880	-12.45170	13.00000
-22.31210	-12.45170	13.00000
-20.78550	-12.45170	13.00000
-19.25880	-12.45170	13.00000
-17.73210	-12.45170	13.00000
-16.20550	-12.45170	13.00000
-14.67880	-12.45170	13.00000
-13.15210	-12.45170	13.00000
-11.62550	-12.45170	13.00000
-10.09880	-12.45170	13.00000
-8.57214	-12.45170	13.00000
-7.04547	-12.45170	13.00000
-5.51880	-12.45170	5.98000
-3.99213	-12.45170	10.30000
-2.46547	-12.45170	9.24000
-0.93880	-12.45170	13.00000
0.58787	-12.45170	5.44000
2.11454	-12.45170	5.44000
3.64121	-12.45170	12.00000
5.16787	-12.45170	13.00000
6.69454	-12.45170	13.00000
8.22121	-12.45170	13.00000
9.74788	-12.45170	13.00000
11.27450	-12.45170	13.00000
12.80120	-12.45170	13.00000
14.32790	-12.45170	13.00000
15.85450	-12.45170	13.00000
17.38120	-12.45170	13.00000
18.90790	-12.45170	13.00000
20.43460	-12.45170	13.00000
-26.89220	-11.26540	13.00000
-25.36550	-11.26540	13.00000
