-13.29470	-9.86426	10.80000
-12.44890	-9.86426	10.80000
-11.60310	-9.86426	10.80000
-10.75720	-9.86426	10.80000
-9.91136	-9.86426	10.80000
-9.06551	-9.86426	10.80000
-8.21966	-9.86426	10.80000
-7.37381	-9.86426	10.80000
-6.52796	-9.86426	10.80000
-5.68212	-9.86426	10.80000
-4.83627	-9.86426	10.80000
-3.99042	-9.86426	10.80000
-3.14457	-9.86426	10.80000
-2.29872	-9.86426	10.80000
-1.45288	-9.86426	8.13000
-0.60703	-9.86426	9.94000
0.23882	-9.86426	10.80000
1.08467	-9.86426	10.80000
1.93052	-9.86426	10.80000
2.77636	-9.86426	10.80000
3.62221	-9.86426	10.80000
4.46806	-9.86426	10.80000
5.31391	-9.86426	10.80000
6.15976	-9.86426	10.80000
7.00560	-9.86426	10.80000
7.85145	-9.86426	10.80000
8.69730	-9.86426	10.80000
9.54315	-9.86426	10.80000
10.38900	-9.86426	10.80000
11.23480	-9.86426	10.80000
12.08070	-9.86426	10.80000
12.92650	-9.86426	10.80000
-13.29470	-9.30452	10.80000
-12.44890	-9.30452	10.80000
-11.60310	-9.30452	10.80000
-10.75720	-9.30452	10.80000
-9.91136	-9.30452	10.80000
-9.06551	-9.30452	10.80000
-8.21966	-9.30452	10.80000
-7.37381	-9.30452	10.80000
-6.52796	-9.30452	10.80000
-5.68212	-9.30452	10.80000
-4.83627	-9.30452	10.80000
-3.99042	-9.30452	10.80000
-3.14457	-9.30452	8.13000
-2.29872	-9.30452	8.13000
-1.45288	-9.30452	5.87000
-0.60703	-9.30452	5.42000
0.23882	-9.30452	9.94000
1.08467	-9.30452	10.80000
1.93052	-9.30452	10.80000
2.77636	-9.30452	10.80000
3.62221	-9.30452	10.80000
4.46806	-9.30452	10.80000
5.31391	-9.30452	10.80000
6.15976	-9.30452	10.80000
7.00560	-9.30452	10.80000
7.85145	-9.30452	10.80000
8.69730	-9.30452	10.80000
9.54315	-9.30452	10.80000
10.38900	-9.30452	10.80000
11.23480	-9.30452	10.80000
12.08070	-9.30452	10.80000
12.92650	-9.30452	10.80000
-13.29470	-8.74478	10.80000
-12.44890	-8.74478	10.80000
-11.60310	-8.74478	10.80000
-10.75720	-8.74478	10.80000
-9.91136	-8.74478	10.80000
-9.06551	-8.74478	10.80000
-8.21966	-8.74478	10.80000
-7.37381	-8.74478	10.80000
-6.52796	-8.74478	10.80000
-5.68212	-8.74478	10.80000
-4.83627	-8.74478	10.80000
-3.99042	-8.74478	10.80000
-3.14457	-8.74478	7.23000
-2.29872	-8.74478	3.16000
-1.45288	-8.74478	1.36000
-0.60703	-8.74478	2.26000
0.23882	-8.74478	4.52000
1.08467	-8.74478	10.80000
1.93052	-8.74478	10.80000
2.77636	-8.74478	10.80000
3.62221	-8.74478	10.80000
4.46806	-8.74478	10.80000
5.31391	-8.74478	10.80000
6.15976	-8.74478	10.80000
7.00560	-8.74478	10.80000
7.85145	-8.74478	10.80000
8.69730	-8.74478	10.80000
9.54315	-8.74478	10.80000
10.38900	-8.74478	10.80000
11.23480	-8.74478	10.80000
12.08070	-8.74478	10.80000
12.92650	-8.74478	10.80000
-13.29470	-8.18504	10.80000
-12.44890	-8.18504	10.80000
-11.60310	-8.18504	10.80000
-10.75720	-8.18504	10.80000
-9.91136	-8.18504	10.80000
-9.06551	-8.18504	10.80000
-8.21966	-8.18504	10.80000
-7.37381	-8.18504	10.80000
-6.52796	-8.18504	10.80000
-5.68212	-8.18504	9.94000
-4.83627	-8.18504	10.80000
-3.99042	-8.18504	9.94000
-3.14457	-8.18504	5.87000
-2.29872	-8.18504	2.26000
-1.45288	-8.18504	0.90400
-0.60703	-8.18504	0.90400
0.23882	-8.18504	4.07000
1.08467	-8.18504	8.13000
1.93052	-8.18504	10.80000
2.77636	-8.18504	10.80000
3.62221	-8.18504	10.80000
4.46806	-8.18504	10.80000
5.31391	-8.18504	10.80000
6.15976	-8.18504	10.80000
7.00560	-8.18504	10.80000
7.85145	-8.18504	10.80000
8.69730	-8.18504	10.80000
9.54315	-8.18504	10.80000
10.38900	-8.18504	10.80000
