Output #  1, Total Volume =  352.00, Total Energy per Vol, EPV =     -0.13820077
Output #  2, Total Volume =  360.00, Total Energy per Vol, EPV =     -0.13716227
Output #  3, Total Volume =  386.00, Total Energy per Vol, EPV =     -0.13153624
Output #  4, Total Volume =  368.00, Total Energy per Vol, EPV =     -0.12581925
Output #  5, Total Volume =  369.00, Total Energy per Vol, EPV =     -0.12285303
Output #  6, Total Volume =  425.00, Total Energy per Vol, EPV =     -0.11795868
Output #  7, Total Volume =  372.00, Total Energy per Vol, EPV =     -0.11303763
Output #  8, Total Volume =  435.00, Total Energy per Vol, EPV =     -0.11016645
Output #  9, Total Volume =  408.00, Total Energy per Vol, EPV =     -0.10443355
